Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Main temper (Finnish);Other tempers (Finnish);Count (1-10);Count (10-100);Count (>100);Other notes (Finnish);Photo ID
BA;707010007;Rääkkylä;Pörrinmökki;KM;27195;1-1979;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Sirnihta Ware;Sirnihta;2;asbesti;;TRUE;FALSE;FALSE;;KM 27195_1-1979
BA;148010013;Inari;Saamen museo / Vuopaja;KM;27205;1-1339;7647620;3500800;121;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;1;asbesti;;TRUE;FALSE;FALSE;;KM 27205_1-1339
BA;765010010;Sotkamo;Kiikarusniemi;KM;27239;1-423;7116710;3567120;137;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;TRUE;FALSE;FALSE;;KM 27239_1-423
BA;765010010;Sotkamo;Kiikarusniemi;KM;27239;1-423;7116710;3567120;137;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;kivimurska;orgaaninen;FALSE;TRUE;FALSE;;KM 27239_1-423
BA;1000000418;Enonkoski;Pöytälahti a;KM;27260;1-18;6897190;3604314;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;orgaaninen;;FALSE;TRUE;FALSE;;KM 27260_1-18
BA;290010134;Kuhmo;Järvelä;KM;27295;1-579;7113603;3600062;158;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;talkki;kiille;FALSE;FALSE;TRUE;pyöreä savilevy,johon porattu reikiä (281);KM 27295_1-579
BA;696010022;Mikkeli;Pulmionlampi A;KM;27382;1-10;6823120;3519080;81;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Sirnihta Ware;Sirnihta;2;asbesti;;FALSE;FALSE;TRUE;;KM 27382_1-10
BA;696010022;Mikkeli;Pulmionlampi A;KM;27382;1-10;6823120;3519080;81;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;asbesti;talkki;FALSE;TRUE;FALSE;;KM 27382_1-10
BA;696010026;Mikkeli;Kitulansuo D;KM;27383;1-6;6822290;3519820;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;;FALSE;TRUE;FALSE;;KM 27383_1-6
BA;696010028;Mikkeli;Roinilampi;KM;27385;1-4;6822110;3520160;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;kivimurska;;TRUE;FALSE;FALSE;;KM 27385_1-4
BA;696010029;Mikkeli;Akanlahti;KM;27386;1-11;6821840;3520310;83;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;hiekka;asbesti, orgaaninen;FALSE;FALSE;TRUE;;KM 27386_1-11
BA;696010043;Mikkeli;Ala-Pentti B;KM;27397;1-2;6819480;3521720;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;hiekka;;TRUE;FALSE;FALSE;;KM 27397_1-2
BA;220010082;Raasepori;Grågälan - Tröskhusåkern;KM;27418;1-187;6674138;3319555;12;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;2;hiekka;orgaaninen;FALSE;FALSE;TRUE;;KM 27418_1-187
BA;606010031;Raasepori;Sjösäng 5;KM;27422;1-71;6667332;3308450;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;3;hiekka;;FALSE;FALSE;TRUE;;KM 27422_1-71
BA;755010015;Siuntio;Marsbacken;KM;27423;1-127;6676110;3344028;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;3;hiekka;;FALSE;FALSE;TRUE;;KM 27423_1-127
BA;309010007;Outokumpu;Majoonlampi;KM;27556;1-3;6957917;3607347;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;3;kivimurska;;TRUE;FALSE;FALSE;;KM 27556_1-3
BA;623010016;Puumala;Kotkatlahti A;KM;27559;1-5;6820430;3562100;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;;FALSE;TRUE;FALSE;;KM 27559_1-5
BA;707010008;Rääkkylä;Mehonlahti 2;KM;27571;1-5;6901843;3650594;79;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;3;kiille;;TRUE;FALSE;FALSE;;KM 27571_1-5
BA;707010009;Rääkkylä;Lappalaissuo 1-2;KM;27572;1-5;6900877;3652011;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;;TRUE;FALSE;FALSE;;KM 27572_1-5
BA;707010017;Rääkkylä;Rantala 1;KM;27577;1-14;6905359;3647199;79;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;FALSE;TRUE;FALSE;tasapohja (1);KM 27577_1-14
BA;707010017;Rääkkylä;Rantala 1;KM;27577;1-14;6905359;3647199;79;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;;FALSE;TRUE;FALSE;;KM 27577_1-14
BA;707010019;Rääkkylä;Huotinniemi;KM;27578;1-4;6900714;3651087;78;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;;TRUE;FALSE;FALSE;;KM 27578_1-4
BA;1000002458;Savonlinna;Haukilahden pohja;KM;27582;1-2;6870905;3597941;79;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;;TRUE;FALSE;FALSE;;KM 27582_1-2
BA;1000002459;Savonlinna;Niittyranta 2;KM;27583;1;6874443;3595425;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;3;asbesti;;TRUE;FALSE;FALSE;reikä (1);KM 27583_1
BA;831010011;Taipalsaari;Ketvele;KM;27586;1-15;6784630;3571800;78;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;kivimurska;;TRUE;FALSE;FALSE;;KM 27586_1-15
BA;1000000436;Sodankylä;Poikamella;KM;27674;1-2056;7486450;3482760;178;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Vardöy (IT) Ware;Vardöy (IT) Ware;IT;2;asbesti;;FALSE;FALSE;TRUE;;KM 27674_1-2056
BA;1000000500;Sodankylä;Matarasaari;KM;27676;1-529;7506360;3490590;185;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Vardöy (IT) Ware;Vardöy (IT) Ware;IT;2;asbesti;hiekka;TRUE;FALSE;FALSE;;KM 27676_1-529
BA;908010014;Valkeakoski;Linnosaari;KM;27699;1-16;6799291;3341498;88;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;;;TRUE;FALSE;FALSE;;KM 27699_1-16
BA;241010023;Keminmaa;Kiimamaa;KM;27700;1-23;7293730;3396741;29;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;talkki;;FALSE;FALSE;FALSE;karsta (4);KM 27700_1-23
BA;202010011;Kaarina;Toivola (Hulkkio ja Tikantontti);KM;27793;1-284;6710328;3248554;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;2;kivimurska;;FALSE;FALSE;TRUE;;KM 27793_1-284
BA;202010011;Kaarina;Toivola (Hulkkio ja Tikantontti);KM;27793;1-284;6710328;3248554;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;kivimurska;;FALSE;FALSE;TRUE;;KM 27793_1-284
BA;148010013;Inari;Saamen museo / Vuopaja;KM;27808;1-1815;7647620;3500800;121;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Vardöy (IT) Ware;Vardöy (IT) Ware;IT;1;asbesti;;FALSE;FALSE;TRUE;karsta (811,897,933) C14-näyte palasta 811 Ua-10110 2625 +/-65 BP;KM 27808_1-1815
BA;601010022;Pihtipudas;Juntinniemi;KM;27858;1-86;7037560;3429940;115;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;orgaaninen;talkki;FALSE;FALSE;TRUE;;KM 27858_1-86
BA;765010075;Sotkamo;Putkonlahti;KM;27884;1-10;7104085;3582490;150;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;kiille;;TRUE;FALSE;FALSE;;KM 27884_1-10
BA;777010150;Suomussalmi;Hököttäjänniemi;KM;27888;1-2;7203899;3592587;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;3;kiille;vuolukivi;TRUE;FALSE;FALSE;;KM 27888_1-2
BA;246010126;Savonlinna;Vonkaniemi C;KM;27970;1-7;6885417;3628245;83;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;FALSE;TRUE;FALSE;keramiikkalevy (1);KM 27970_1-7
BA;45010001;Joensuu;Koukkuniemi;KM;27971;1-56;6980005;3665966;93;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;2;asbesti;;FALSE;TRUE;FALSE;;KM 27971_1-56
BA;45010006;Joensuu;Koukkulahti b;KM;27973;1-7;6980607;3665788;94;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;talkki;;TRUE;FALSE;FALSE;;KM 27973_1-7
BA;707010009;Rääkkylä;Lappalaissuo 1-2;KM;27996;1-8;6900877;3652011;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;;TRUE;FALSE;FALSE;;KM 27996_1-8
BA;681010023;Rantasalmi;Kupialankangas;KM;28023;1-8;6887910;3564310;86;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;kivimurska;asbesti;TRUE;FALSE;FALSE;;KM 28023_1-8
BA;681010026;Rantasalmi;Lautakangas;KM;28026;1-17;6876350;3571074;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;asbesti;hiekka;FALSE;TRUE;FALSE;;KM 28026_1-17
BA;777010049;Suomussalmi;Maikonsärkkä;KM;28064;1-6;7236703;3615912;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;3;kiille;;TRUE;FALSE;FALSE;;KM 28064_1-6
BA;220010082;Raasepori;Grågälan - Tröskhusåkern;KM;28068;1-1734;6674138;3319555;12;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;3;kivimurska;;FALSE;FALSE;TRUE;karstaa (mm 188,1434);KM 28068_1-1734
BA;606000003;Raasepori;Katajamäki;KM;28069;1-21;6666271;3308442;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Coastal Bronze Age pottery;pronssikautinen;3;kivimurska;;FALSE;TRUE;FALSE;;KM 28069_1-21
BA;606010031;Raasepori;Sjösäng 5;KM;28070;1-464;6667332;3308450;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Coastal Bronze Age pottery;pronssikautinen;3;kivimurska;;FALSE;TRUE;FALSE;;KM 28070_1-464
BA;696010026;Mikkeli;Kitulansuo D;KM;28112;1-137;6822290;3519820;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;FALSE;TRUE;FALSE;;KM 28112_1-137
BA;696010026;Mikkeli;Kitulansuo D;KM;28112;1-137;6822290;3519820;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;orgaaninen;hiekka;FALSE;FALSE;TRUE;;KM 28112_1-137
BA;246010105;Savonlinna;Martinniemi 1-5;KM;28124;1-20;6884123;3629707;79;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;asbesti;TRUE;FALSE;FALSE;;KM 28124_1-20
BA;211010021;Kangasala;Hakapelto;KM;28199;1-145;6819086;3346103;87;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Coastal Bronze Age pottery;pronssikautinen;2;hiekka;sekoitteeton;FALSE;FALSE;TRUE;;KM 28199_1-145
BA;765010075;Sotkamo;Putkonlahti;KM;28213;1-438;7104085;3582490;150;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;3;talkki;kiille;TRUE;FALSE;FALSE;;KM 28213_1-438
BA;765010075;Sotkamo;Putkonlahti;KM;28213;1-438;7104085;3582490;150;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;;asbesti;;FALSE;TRUE;FALSE;;KM 28213_1-438
BA;729010036;Saarijärvi;Voudinniemi;KM;28216;1-1217;6953916;3414213;110;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;shamotti;orgaaninen;FALSE;FALSE;TRUE;;KM 28216_1-1217
BA;707010019;Rääkkylä;Huotinniemi;KM;28239;1-4;6900714;3651087;78;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;2;asbesti;;FALSE;TRUE;FALSE;;KM 28239_1-4
BA;707010019;Rääkkylä;Huotinniemi;KM;28239;1-4;6900714;3651087;78;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;asbesti;kiille;TRUE;FALSE;FALSE;;KM 28239_1-4
BA;729010044;Saarijärvi;Multapakanniemi;KM;28250;1-51;6955657;3416755;120;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;hiekka;kivimurska;FALSE;FALSE;TRUE;karsta (2);KM 28250_1-51
BA;686010008;Rautalampi;Vaalijala (Kuutinharju);KM;28307;1-37;6948063;3491685;105;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Säräisniemi 2 Ware;Sär 2;3;;;FALSE;TRUE;FALSE;;KM 28307_1-37
BA;777010025;Suomussalmi;Kalmosärkkä;KM;28315;1-122;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;kiille;;FALSE;TRUE;FALSE;karsta (97);KM 28315_1-122
BA;777010025;Suomussalmi;Kalmosärkkä;KM;28315;1-122;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;3;orgaaninen;;TRUE;FALSE;FALSE;;KM 28315_1-122
BA;831010006;Taipalsaari;Vaateranta;KM;28316;1-240;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;orgaaninen;;FALSE;FALSE;TRUE;;KM 28316_1-240
BA;1000002466;Savonlinna;Suvikangas;KM;28324;1-2;6860190;3590067;79;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;;FALSE;FALSE;TRUE;karsta (2);KM 28324_1-2
BA;241010023;Keminmaa;Kiimamaa;KM;28368;1-23;7293730;3396741;29;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;talkki;;FALSE;TRUE;FALSE;;KM 28368_1-23
BA;615010076;Pudasjärvi;Aurala;KM;28391;1-767;7254770;3493110;109;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;3;kiille;talkki;TRUE;FALSE;FALSE;;KM 28391_1-767
BA;426010009;Liperi;Jyrinlahti 1-4;KM;28400;1-18;6956741;3609825;81;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;FALSE;TRUE;FALSE;;KM 28400_1-18
BA;681010026;Rantasalmi;Lautakangas;KM;28412;1-62;6876350;3571074;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;talkki;;FALSE;FALSE;TRUE;;KM 28412_1-62
BA;399010126;Laihia;Aronkylä-Luhtalanmäki;KM;28415;1-28;6992354;3244306;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Coastal Bronze Age pottery;pronssikautinen;2;hiekka;;FALSE;TRUE;FALSE;;KM 28415_1-28
BA;923010014;Kemiönsaari;Västeräng;KM;28416;1-48;6672602;3257489;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Coastal Bronze Age pottery;pronssikautinen;2;kivimurska;;FALSE;TRUE;FALSE;;KM 28416_1-48
BA;14010015;Mikkeli;Lakeistenranta;KM;28475;1-3;6832820;3534480;81;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Sirnihta Ware;Sirnihta;2;asbesti;;TRUE;FALSE;FALSE;;KM 28475_1-3
BA;290010115;Kuhmo;Nauvunsalmi;KM;28485;1-247;7114355;3597524;160;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;2;asbesti;;FALSE;TRUE;FALSE;;KM 28485_1-247
BA;1000000436;Sodankylä;Poikamella;KM;28520;1-586;7486450;3482760;178;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Vardöy (IT) Ware;Vardöy (IT) Ware;IT;2;asbesti;;FALSE;TRUE;FALSE;karsta (345);KM 28520_1-586
BA;623010086;Puumala;Kotkatsaari 4;KM;28532;;6819800;3562620;81;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;2;asbesti;;TRUE;FALSE;FALSE;;KM 28532_
BA;696010026;Mikkeli;Kitulansuo D;KM;28541;1-1684;6822290;3519820;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;orgaaninen;FALSE;FALSE;TRUE;;KM 28541_1-1684
BA;261010085;Kittilä;Kurjenniva;KM;28556;1-292;7512988;3411640;118;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;talkki;;TRUE;FALSE;FALSE;;KM 28556_1-292
BA;261010085;Kittilä;Kurjenniva;KM;28556;1-292;7512988;3411640;118;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;1;asbesti;;TRUE;FALSE;FALSE;;KM 28556_1-292
BA;837010003;Tampere;Reuharinniemi;KM;28579;1-5;6828634;3326215;100;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Coastal Bronze Age pottery;pronssikautinen;2;kivimurska;;TRUE;FALSE;FALSE;;KM 28579_1-5
BA;1000002474;Savonlinna;Iso-Kankainen;KM;28636;1-3;6855790;3601730;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;3;talkki;asbesti;FALSE;TRUE;FALSE;;KM 28636_1-3
BA;1000002474;Savonlinna;Iso-Kankainen;KM;28636;1-3;6855790;3601730;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;kiille;;TRUE;FALSE;TRUE;;KM 28636_1-3
BA;399010042;Laihia;Alatalo/Jätinhaudanmaa;KM;28640;1-3;6986858;3244395;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Coastal Bronze Age pottery;pronssikautinen;2;kivimurska;;TRUE;FALSE;FALSE;;KM 28640_1-3
BA;290010068;Kuhmo;Vasikkaniemi N;KM;28644;1-4;7113321;3598103;159;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;1;talkki;kiille;FALSE;TRUE;FALSE;;KM 28644_1-4
BA;290010247;Kuhmo;Lammassaari;KM;28669;1-4;7108060;3605880;159;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;;FALSE;TRUE;FALSE;karsta (1);KM 28669_1-4
BA;729010041;Saarijärvi;Jänissaari;KM;28692;1-131;6957538;3416993;121;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;3;asbesti;;FALSE;TRUE;FALSE;;KM 28692_1-131
